K	delta	b	NashE	NashR	CS01	CS12	TS01	TS12	Coop01	Coop12
0	1.3	0.74	9.46	10.2	0	20	0.46	18.24	5.32	5.32
0	1.3	0.75	9.68	10.36	0	20	0.38	18.56	5.32	5.32
0	1.3	0.76	9.92	10.52	0	20	0.28	18.88	5.32	5.32
0	1.3	0.77	10.18	10.7	0	20	0.2	19.22	5.32	5.32
0	1.3	0.78	10.44	10.88	0	20	0.1	19.54	5.32	5.32
0	1.3	0.79	10.7	11.06	0	20	0	19.86	5.32	5.32
0	1.3	0.8	10.98	11.24	0	20	0	20	5.32	5.32
0	1.3	0.81	11.26	11.44	0	20	0	20	5.32	5.32
0	1.3	0.82	11.56	11.62	0	20	0	20	5.32	5.32
0	1.3	0.83	11.88	11.82	0	20	0	20	5.32	5.32
0	1.3	0.84	12.18	12.02	0	20	0	20	5.32	5.32
0	1.3	0.85	12.44	12.24	0	20	0	20	5.32	5.32
0	1.3	0.86	12.7	12.44	0	20	0	20	5.32	5.32
0	1.3	0.87	12.98	12.66	0	20	0	20	5.32	5.32
0	1.3	0.88	13.26	12.88	0	20	0	20	5.32	5.32
0	1.3	0.89	13.52	13.12	0	20	0	20	5.32	5.32
0	1.3	0.9	13.82	13.34	0	20	0	20	5.32	5.32
0	1.3	0.91	14.12	13.58	0	20	0	20	5.32	5.32
0	1.3	0.92	14.4	13.82	0	20	0	20	5.32	5.32
0	1.3	0.93	14.7	14.06	0	20	0	20	5.32	5.32
0	1.3	0.94	15.02	14.32	0	20	0	20	5.32	5.32
0	1.3	0.95	15.32	14.56	0	20	0	20	5.32	5.32
0	1.3	0.96	15.62	14.82	0	20	0	20	5.32	5.32
0	1.3	0.97	15.96	15.08	0	20	0	20	5.32	5.32
0	1.3	0.98	16.26	15.34	0	20	0	20	5.32	5.32
0	1.3	0.99	16.6	15.62	0	20	0	20	5.32	5.32
0	1.3	1	16.92	15.88	0	20	0	20	5.32	5.32
0	1.4	0	7.04	7.04	7.04	7.04	7.04	7.04	7.04	7.04
0	1.4	0.01	7	7.08	7.04	7.04	7.02	7.08	6.98	7.12
0	1.4	0.02	6.98	7.12	7.04	7.04	6.98	7.12	6.9	7.18
0	1.4	0.03	6.94	7.14	7.04	7.04	6.94	7.16	6.84	7.26
0	1.4	0.04	6.9	7.18	7.04	7.04	6.88	7.2	6.76	7.34
0	1.4	0.05	6.86	7.22	7.04	7.04	6.84	7.26	6.7	7.42
0	1.4	0.06	6.84	7.26	7.04	7.04	6.8	7.32	6.64	7.5
0	1.4	0.07	6.8	7.3	7.04	7.04	6.74	7.36	6.56	7.6
0	1.4	0.08	6.78	7.34	7.04	7.04	6.7	7.42	6.5	7.68
0	1.4	0.09	6.74	7.38	7.04	7.04	6.64	7.5	6.44	7.76
0	1.4	0.1	6.72	7.42	7.02	7.08	6.58	7.56	6.38	7.86
0	1.4	0.11	6.68	7.46	6.96	7.12	6.54	7.64	6.32	7.96
0	1.4	0.12	6.66	7.5	6.92	7.18	6.48	7.7	6.26	8.04
0	1.4	0.13	6.64	7.54	6.86	7.24	6.42	7.78	6.2	8.14
0	1.4	0.14	6.62	7.58	6.78	7.3	6.36	7.86	6.14	8.24
0	1.4	0.15	6.6	7.62	6.7	7.38	6.3	7.96	6.1	8.34
0	1.4	0.16	6.58	7.66	6.62	7.46	6.24	8.04	6.04	8.44
0	1.4	0.17	6.56	7.7	6.54	7.56	6.18	8.14	6	8.54
0	1.4	0.18	6.54	7.76	6.44	7.66	6.1	8.22	5.94	8.64
0	1.4	0.19	6.52	7.8	6.34	7.76	6.04	8.32	5.9	8.74
0	1.4	0.2	6.52	7.84	6.24	7.88	5.98	8.44	5.86	8.86
0	1.4	0.21	6.5	7.88	6.12	7.98	5.92	8.54	5.8	8.96
0	1.4	0.22	6.5	7.94	6	8.12	5.84	8.66	5.76	9.06
0	1.4	0.23	6.5	7.98	5.88	8.24	5.78	8.76	5.72	9.18
0	1.4	0.24	6.48	8.04	5.74	8.38	5.7	8.88	5.7	9.28
0	1.4	0.25	6.48	8.08	5.6	8.54	5.64	9	5.66	9.4
0	1.4	0.26	6.48	8.14	5.46	8.68	5.56	9.14	5.62	9.5
0	1.4	0.27	6.48	8.18	5.3	8.86	5.5	9.26	5.6	9.62
0	1.4	0.28	6.5	8.24	5.14	9.02	5.42	9.4	5.56	9.72
0	1.4	0.29	6.5	8.28	4.98	9.2	5.36	9.54	5.54	9.84
0	1.4	0.3	6.52	8.34	4.8	9.4	5.28	9.68	5.52	9.94
0	1.4	0.31	6.52	8.4	4.62	9.58	5.2	9.84	5.5	10.06
0	1.4	0.32	6.54	8.46	4.44	9.8	5.14	9.98	5.48	10.16
0	1.4	0.33	6.56	8.5	4.24	10	5.06	10.14	5.46	10.28
0	1.4	0.34	6.58	8.56	4.06	10.22	4.98	10.3	5.44	10.38
0	1.4	0.35	6.6	8.62	3.84	10.46	4.9	10.48	5.44	10.5
0	1.4	0.36	6.62	8.68	3.64	10.68	4.84	10.64	5.42	10.6
0	1.4	0.37	6.66	8.74	3.42	10.94	4.76	10.82	5.42	10.7
0	1.4	0.38	6.68	8.82	3.2	11.2	4.68	11	5.42	10.8
0	1.4	0.39	6.72	8.88	2.98	11.46	4.6	11.18	5.42	10.9
0	1.4	0.4	6.76	8.94	2.74	11.74	4.52	11.38	5.42	11
0	1.4	0.41	6.8	9.02	2.5	12.02	4.44	11.58	5.42	11.08
0	1.4	0.42	6.86	9.08	2.26	12.32	4.36	11.78	5.42	11.18
0	1.4	0.43	6.9	9.16	2	12.62	4.28	11.98	5.44	11.26
0	1.4	0.44	6.96	9.22	1.74	12.94	4.2	12.2	5.44	11.34
0	1.4	0.45	7	9.3	1.48	13.26	4.12	12.42	5.46	11.42
0	1.4	0.46	7.06	9.38	1.2	13.6	4.04	12.64	5.48	11.48
0	1.4	0.47	7.12	9.46	0.92	13.96	3.96	12.86	5.5	11.54
0	1.4	0.48	7.2	9.54	0.64	14.32	3.88	13.1	5.52	11.6
0	1.4	0.49	7.26	9.62	0.34	14.7	3.8	13.34	5.54	11.64
0	1.4	0.5	7.34	9.7	0.06	15.1	3.72	13.58	5.56	11.68
0	1.4	0.51	7.42	9.8	0	15.5	3.64	13.84	5.6	11.7
0	1.4	0.52	7.5	9.88	0	15.92	3.56	14.1	5.62	11.72
0	1.4	0.53	7.58	9.98	0	16.36	3.48	14.36	5.66	11.74
0	1.4	0.54	7.68	10.08	0	16.82	3.4	14.62	5.7	11.72
0	1.4	0.55	7.78	10.18	0	17.28	3.3	14.9	5.74	11.7
0	1.4	0.56	7.88	10.28	0	17.78	3.22	15.18	5.8	11.68
0	1.4	0.57	7.98	10.38	0	18.28	3.14	15.48	5.84	11.62
0	1.4	0.58	8.08	10.48	0	18.82	3.06	15.78	5.9	11.56
0	1.4	0.59	8.2	10.58	0	19.36	2.98	16.08	5.94	11.46
0	1.4	0.6	8.32	10.7	0	19.94	2.88	16.38	6	11.36
0	1.4	0.61	8.46	10.82	0	20	2.8	16.7	6.06	11.24
0	1.4	0.62	8.58	10.94	0	20	2.72	17.02	6.14	11.08
0	1.4	0.63	8.72	11.06	0	20	2.62	17.36	6.2	10.9
0	1.4	0.64	8.86	11.18	0	20	2.54	17.7	6.28	10.68
0	1.4	0.65	9.02	11.3	0	20	2.44	18.04	6.36	10.44
0	1.4	0.66	9.16	11.44	0	20	2.36	18.38	6.44	10.16
0	1.4	0.67	9.32	11.58	0	20	2.26	18.74	6.52	9.84
0	1.4	0.68	9.5	11.7	0	20	2.18	19.1	6.6	9.48
0	1.4	0.69	9.68	11.86	0	20	2.08	19.44	6.7	9.04
0	1.4	0.7	9.86	12	0	20	2	19.74	6.8	8.56
0	1.4	0.71	10.04	12.14	0	20	1.9	20	6.9	7.98
0	1.4	0.72	10.24	12.3	0	20	1.8	20	7	7.3
0	1.4	0.73	10.44	12.46	0	20	1.72	20	7.04	7.04
0	1.4	0.74	10.66	12.62	0	20	1.62	20	7.04	7.04
0	1.4	0.75	10.88	12.78	0	20	1.52	20	7.04	7.04
0	1.4	0.76	11.12	12.94	0	20	1.42	20	7.04	7.04
0	1.4	0.77	11.36	13.12	0	20	1.32	20	7.04	7.04
0	1.4	0.78	11.62	13.3	0	20	1.22	20	7.04	7.04
0	1.4	0.79	11.88	13.46	0	20	1.12	20	7.04	7.04
0	1.4	0.8	12.16	13.66	0	20	1	20	7.04	7.04
0	1.4	0.81	12.44	13.84	0	20	0.9	20	7.04	7.04
0	1.4	0.82	12.74	14.02	0	20	0.78	20	7.04	7.04
0	1.4	0.83	13.04	14.22	0	20	0.68	20	7.04	7.04
0	1.4	0.84	13.36	14.42	0	20	0.56	20	7.04	7.04
0	1.4	0.85	13.66	14.62	0	20	0.44	20	7.04	7.04
0	1.4	0.86	13.92	14.82	0	20	0.32	20	7.04	7.04
0	1.4	0.87	14.18	15.04	0	20	0.2	20	7.04	7.04
0	1.4	0.88	14.44	15.26	0	20	0.08	20	7.04	7.04
0	1.4	0.89	14.72	15.48	0	20	0	20	7.04	7.04
0	1.4	0.9	15	15.7	0	20	0	20	7.04	7.04
0	1.4	0.91	15.3	15.92	0	20	0	20	7.04	7.04
0	1.4	0.92	15.56	16.16	0	20	0	20	7.04	7.04
0	1.4	0.93	15.88	16.38	0	20	0	20	7.04	7.04
0	1.4	0.94	16.18	16.62	0	20	0	20	7.04	7.04
0	1.4	0.95	16.46	16.86	0	20	0	20	7.04	7.04
0	1.4	0.96	16.78	17.12	0	20	0	20	7.04	7.04
0	1.4	0.97	17.08	17.36	0	20	0	20	7.04	7.04
0	1.4	0.98	17.4	17.62	0	20	0	20	7.04	7.04
0	1.4	0.99	17.72	17.88	0	20	0	20	7.04	7.04
0	1.4	1	18.06	18.14	0	20	0	20	7.04	7.04
0	1.5	0	8.76	8.76	8.76	8.76	8.76	8.76	8.76	8.76
0	1.5	0.01	8.72	8.8	8.76	8.76	8.72	8.8	8.68	8.84
0	1.5	0.02	8.66	8.84	8.76	8.76	8.68	8.84	8.58	8.94
0	1.5	0.03	8.62	8.88	8.76	8.76	8.62	8.9	8.5	9.04
0	1.5	0.04	8.58	8.94	8.76	8.76	8.56	8.96	8.4	9.14
0	1.5	0.05	8.54	8.98	8.76	8.76	8.52	9.02	8.32	9.24
0	1.5	0.06	8.5	9.02	8.76	8.76	8.46	9.08	8.24	9.34
0	1.5	0.07	8.46	9.08	8.76	8.76	8.4	9.14	8.16	9.44
0	1.5	0.08	8.42	9.12	8.76	8.76	8.34	9.22	8.08	9.56
0	1.5	0.09	8.38	9.18	8.76	8.76	8.28	9.3	8	9.66
0	1.5	0.1	8.34	9.22	8.76	8.76	8.22	9.38	7.92	9.78
0	1.5	0.11	8.3	9.28	8.76	8.76	8.16	9.46	7.84	9.9
0	1.5	0.12	8.28	9.32	8.72	8.78	8.08	9.54	7.76	10.02
0	1.5	0.13	8.24	9.38	8.68	8.84	8.02	9.62	7.7	10.14
0	1.5	0.14	8.22	9.42	8.62	8.9	7.96	9.72	7.62	10.26
0	1.5	0.15	8.18	9.48	8.54	8.98	7.88	9.82	7.56	10.38
0	1.5	0.16	8.16	9.54	8.48	9.04	7.82	9.92	7.48	10.52
0	1.5	0.17	8.14	9.58	8.4	9.14	7.74	10.02	7.42	10.64
0	1.5	0.18	8.1	9.64	8.3	9.22	7.68	10.14	7.36	10.78
0	1.5	0.19	8.08	9.7	8.2	9.32	7.6	10.24	7.3	10.9
0	1.5	0.2	8.06	9.74	8.1	9.42	7.52	10.36	7.24	11.04
0	1.5	0.21	8.04	9.8	8	9.54	7.46	10.48	7.18	11.18
0	1.5	0.22	8.04	9.86	7.88	9.66	7.38	10.6	7.12	11.32
0	1.5	0.23	8.02	9.92	7.78	9.78	7.3	10.72	7.06	11.46
0	1.5	0.24	8	9.98	7.64	9.92	7.22	10.86	7.02	11.6
0	1.5	0.25	8	10.04	7.52	10.06	7.16	11	6.96	11.76
0	1.5	0.26	8	10.1	7.38	10.2	7.08	11.14	6.92	11.9
0	1.5	0.27	7.98	10.16	7.22	10.36	7	11.28	6.88	12.04
0	1.5	0.28	7.98	10.22	7.08	10.54	6.92	11.42	6.84	12.2
0	1.5	0.29	7.98	10.28	6.92	10.7	6.84	11.58	6.8	12.34
0	1.5	0.3	7.98	10.34	6.74	10.88	6.76	11.74	6.76	12.5
0	1.5	0.31	8	10.42	6.58	11.08	6.68	11.9	6.72	12.64
0	1.5	0.32	8	10.48	6.4	11.28	6.6	12.08	6.68	12.8
0	1.5	0.33	8.02	10.54	6.22	11.48	6.5	12.24	6.66	12.94
0	1.5	0.34	8.02	10.62	6.02	11.7	6.42	12.42	6.62	13.1
0	1.5	0.35	8.04	10.68	5.84	11.92	6.34	12.6	6.6	13.26
0	1.5	0.36	8.06	10.76	5.64	12.16	6.26	12.78	6.58	13.4
0	1.5	0.37	8.08	10.84	5.42	12.4	6.18	12.98	6.56	13.56
0	1.5	0.38	8.1	10.9	5.2	12.66	6.1	13.18	6.54	13.7
0	1.5	0.39	8.14	10.98	4.98	12.92	6	13.38	6.52	13.84
0	1.5	0.4	8.16	11.06	4.76	13.18	5.92	13.58	6.5	14
0	1.5	0.41	8.2	11.14	4.54	13.46	5.84	13.8	6.5	14.14
0	1.5	0.42	8.24	11.22	4.3	13.76	5.74	14.02	6.48	14.28
0	1.5	0.43	8.28	11.3	4.04	14.06	5.66	14.24	6.48	14.42
0	1.5	0.44	8.34	11.38	3.8	14.38	5.58	14.46	6.48	14.56
0	1.5	0.45	8.38	11.46	3.54	14.72	5.48	14.7	6.48	14.68
0	1.5	0.46	8.44	11.56	3.28	15.06	5.4	14.94	6.48	14.8
0	1.5	0.47	8.48	11.64	3	15.4	5.32	15.18	6.48	14.92
0	1.5	0.48	8.54	11.72	2.72	15.76	5.22	15.44	6.5	15.04
0	1.5	0.49	8.62	11.82	2.44	16.14	5.14	15.68	6.5	15.16
0	1.5	0.5	8.68	11.92	2.14	16.54	5.04	15.96	6.52	15.26
0	1.5	0.51	8.76	12.02	1.86	16.96	4.96	16.22	6.54	15.36
0	1.5	0.52	8.82	12.12	1.54	17.38	4.86	16.5	6.56	15.44
0	1.5	0.53	8.9	12.22	1.24	17.82	4.78	16.78	6.58	15.52
0	1.5	0.54	9	12.32	0.92	18.28	4.68	17.06	6.6	15.58
0	1.5	0.55	9.08	12.42	0.6	18.74	4.6	17.36	6.62	15.64
0	1.5	0.56	9.18	12.52	0.26	19.24	4.5	17.66	6.66	15.7
0	1.5	0.57	9.28	12.64	0	19.76	4.42	17.96	6.7	15.72
0	1.5	0.58	9.38	12.76	0	20	4.32	18.28	6.74	15.74
0	1.5	0.59	9.48	12.86	0	20	4.22	18.6	6.78	15.76
0	1.5	0.6	9.6	12.98	0	20	4.14	18.92	6.82	15.74
0	1.5	0.61	9.72	13.1	0	20	4.04	19.26	6.86	15.72
0	1.5	0.62	9.84	13.22	0	20	3.94	19.6	6.92	15.68
0	1.5	0.63	9.98	13.36	0	20	3.86	19.94	6.98	15.6
0	1.5	0.64	10.12	13.48	0	20	3.76	20	7.04	15.52
0	1.5	0.65	10.26	13.62	0	20	3.66	20	7.1	15.42
0	1.5	0.66	10.4	13.76	0	20	3.56	20	7.16	15.28
0	1.5	0.67	10.56	13.88	0	20	3.46	20	7.24	15.14
0	1.5	0.68	10.72	14.02	0	20	3.36	20	7.3	14.96
0	1.5	0.69	10.9	14.18	0	20	3.26	20	7.38	14.74
0	1.5	0.7	11.08	14.32	0	20	3.16	20	7.46	14.5
0	1.5	0.71	11.26	14.48	0	20	3.06	20	7.56	14.24
0	1.5	0.72	11.46	14.62	0	20	2.96	20	7.64	13.92
0	1.5	0.73	11.66	14.78	0	20	2.86	20	7.74	13.58
0	1.5	0.74	11.86	14.94	0	20	2.74	20	7.84	13.2
0	1.5	0.75	12.08	15.1	0	20	2.64	20	7.96	12.76
0	1.5	0.76	12.32	15.28	0	20	2.54	20	8.08	12.28
0	1.5	0.77	12.54	15.44	0	20	2.42	20	8.2	11.76
0	1.5	0.78	12.8	15.62	0	20	2.32	20	8.32	11.16
0	1.5	0.79	13.06	15.8	0	20	2.2	20	8.46	10.5
0	1.5	0.8	13.32	15.98	0	20	2.08	20	8.6	9.74
0	1.5	0.81	13.6	16.16	0	20	1.96	20	8.74	8.86
0	1.5	0.82	13.9	16.34	0	20	1.84	20	8.76	8.76
0	1.5	0.83	14.2	16.54	0	20	1.72	20	8.76	8.76
0	1.5	0.84	14.52	16.74	0	20	1.6	20	8.76	8.76
0	1.5	0.85	14.86	16.94	0	20	1.48	20	8.76	8.76
0	1.5	0.86	15.12	17.14	0	20	1.34	20	8.76	8.76
0	1.5	0.87	15.38	17.34	0	20	1.2	20	8.76	8.76
0	1.5	0.88	15.66	17.54	0	20	1.06	20	8.76	8.76
0	1.5	0.89	15.9	17.76	0	20	0.92	20	8.76	8.76
0	1.5	0.9	16.18	17.98	0	20	0.78	20	8.76	8.76
0	1.5	0.91	16.46	18.2	0	20	0.64	20	8.76	8.76
0	1.5	0.92	16.74	18.42	0	20	0.48	20	8.76	8.76
0	1.5	0.93	17.02	18.64	0	20	0.32	20	8.76	8.76
0	1.5	0.94	17.32	18.88	0	20	0.14	20	8.76	8.76
0	1.5	0.95	17.62	19.12	0	20	0	20	8.76	8.76
0	1.5	0.96	17.92	19.34	0	20	0	20	8.76	8.76
0	1.5	0.97	18.24	19.6	0	20	0	20	8.76	8.76
0	1.5	0.98	18.54	19.84	0	20	0	20	8.76	8.76
0	1.5	0.99	18.82	20	0	20	0	20	8.76	8.76
0	1.5	1	19.14	20	0	20	0	20	8.76	8.76
